,Player,Squad,Pos,GCA90,SCA90
2792,Lamine Yamal,Barcelona,FW,0.91,5.92
2793,Daniel Yáñez,Real Madrid,FW,0.0,0.0
2794,Erencan Yardimci,Hoffenheim,"FW,MF",0.58,1.44
2795,Yehor Yarmoliuk,Brentford,MF,0.12,1.62
2796,Ryan Yates,Nott'ham Forest,MF,0.14,1.78
2797,John Yeboah,Venezia,"FW,MF",0.22,3.89
2798,Bertuğ Yıldırım,Getafe,FW,0.08,1.75
2799,Kenan Yıldız,Juventus,"FW,MF",0.37,4.87
2800,Leny Yoro,Manchester Utd,DF,0.0,0.7
2801,Ashley Young,Everton,DF,0.29,2.25
2802,Etienne Youte Kinkoue,Le Havre,DF,0.04,0.54
2803,Illia Zabarnyi,Bournemouth,DF,0.03,0.84
2804,Eloge Zabi,Reims,"DF,MF",0.0,5.0
2805,Mattia Zaccagni,Lazio,FW,0.3,3.59
2806,Dan-Axel Zagadou,Stuttgart,"DF,MF",0.0,0.0
2807,Yoram Zague,Paris S-G,"DF,FW",0.0,1.48
2808,Wilfried Zaha,Lyon,FW,0.0,0.0
2809,Warren Zaïre-Emery,Paris S-G,"MF,DF",0.18,2.28
2810,Miha Zajc,Toulouse,MF,0.0,2.05
2811,Denis Zakaria,Monaco,MF,0.42,2.18
2812,Arsen Zakharyan,Real Sociedad,"MF,FW",0.0,7.4
2813,Nicola Zalewski,Roma,"DF,FW",0.0,3.37
2814,Nicola Zalewski,Inter,"DF,MF",0.21,4.14
2815,Andre-Frank Zambo Anguissa,Napoli,MF,0.28,2.37
2816,Francesco Zampano,Venezia,DF,0.16,1.37
2817,Nicolò Zaniolo,Fiorentina,FW,0.0,2.42
2818,Nicolò Zaniolo,Atalanta,"FW,MF",0.76,3.79
2819,Alessandro Zanoli,Genoa,"FW,DF",0.05,1.68
2820,Duván Zapata,Torino,FW,0.15,3.07
2821,Gabriele Zappa,Cagliari,DF,0.06,1.68
2822,Davide Zappacosta,Atalanta,DF,0.26,2.31
2823,Bryan Zaragoza,Osasuna,"FW,MF",0.44,3.49
2824,Anass Zaroury,Lens,"FW,MF",0.26,4.61
2825,Oier Zarraga,Udinese,MF,0.0,1.51
2826,David Zec,Holstein Kiel,DF,0.0,0.76
2827,Jordan Zemura,Udinese,DF,0.25,1.91
2828,Robin Zentner,Mainz 05,GK,0.0,0.25
2829,Alessio Zerbin,Venezia,DF,0.12,2.49
2830,Alessio Zerbin,Napoli,"FW,DF",0.0,0.0
2831,Kevin Zeroli,Monza,MF,0.23,0.46
2832,Kevin Zeroli,Milan,MF,0.0,0.0
2833,Cedric Zesiger,Augsburg,DF,0.22,0.96
2834,Cedric Zesiger,Wolfsburg,DF,0.0,0.86
2835,Michael Zetterer,Werder Bremen,GK,0.03,0.15
2836,Nathan Zeze,Nantes,DF,0.0,0.6
2837,Edon Zhegrova,Lille,"FW,MF",0.28,3.5
2838,Piotr Zieliński,Inter,MF,0.64,3.67
2839,Oleksandr Zinchenko,Arsenal,"DF,MF",0.34,3.76
2840,Melvin Zinga,Angers,GK,0.0,0.0
2841,Joshua Zirkzee,Manchester Utd,"FW,MF",0.19,1.99
2842,Budu Zivzivadze,Heidenheim,FW,0.38,2.45
2843,Luck Zogbé,Brest,DF,0.14,2.11
2844,Nadir Zortea,Cagliari,"DF,MF",0.1,1.89
2845,Aristide Zossou,Auxerre,MF,0.0,0.0
2846,Yanis Zouaoui,Le Havre,"DF,FW",0.28,3.69
2847,Igor Zubeldia,Real Sociedad,DF,0.04,0.67
2848,Martín Zubimendi,Real Sociedad,MF,0.18,1.4
2849,Edhy Zuliani,Toulouse,DF,0.0,0.0
2850,Szymon Żurkowski,Empoli,MF,0.0,0.85
2851,Martin Ødegaard,Arsenal,MF,0.7,4.8
2852,Milan Đurić,Monza,FW,0.07,0.5
2853,Milan Đurić,Parma,FW,0.34,1.68
